ts,open,high,low,close,volume,quote
1757991600000,114969.90,115380.10,114969.90,115250.90,1774.516,204472770.72670
1757995200000,115250.80,115512.00,114867.00,115458.30,4521.190,521116464.56150
1757998800000,115458.40,115912.20,115397.60,115893.30,7190.978,832018524.58830
1758002400000,115893.20,115968.00,115547.10,115724.00,4883.478,565330259.08450
1758006000000,115724.10,115854.50,115666.00,115799.40,1936.627,224205554.38430
1758009600000,115799.40,115945.00,115465.80,115616.40,3580.017,414175232.56210
1758013200000,115616.40,115668.50,115374.00,115420.50,1570.660,181452252.54010
1758016800000,115420.60,115552.60,115311.40,115318.50,1985.328,229140607.11540
1758020400000,115318.40,115384.60,115151.00,115222.20,2767.924,319055333.93240
1758024000000,115222.10,115421.40,115222.10,115393.10,2175.161,250878482.05660
1758027600000,115393.20,115511.00,114600.00,115154.60,9492.667,1091993669.75510
1758031200000,115154.50,115268.60,114769.20,115231.10,7412.059,852871296.28770
1758034800000,115231.10,115878.20,114975.40,115877.90,5479.109,632537707.46880
1758038400000,115877.90,116050.00,115549.90,116021.00,5845.153,676922398.13140
1758042000000,116021.00,116830.00,116010.00,116414.80,14209.727,1655257080.36460
1758045600000,116414.70,116733.70,116166.30,116372.60,4718.462,549602247.21540
1758049200000,116372.50,116779.90,116340.30,116758.00,3654.151,426007292.89970
1758052800000,116757.10,116879.70,116655.40,116783.70,2727.151,318476183.77720
1758056400000,116783.80,116888.00,116543.70,116757.10,2362.185,275690334.04400
1758060000000,116757.10,116910.80,116643.30,116802.80,2574.132,300700152.37220
1758063600000,116802.80,116866.60,116565.80,116747.30,2085.419,243450179.26100
1758067200000,116747.30,116786.60,116501.00,116512.90,2219.409,258796958.30470
1758070800000,116512.90,116720.00,116450.00,116621.90,2054.443,239493531.00880
1758074400000,116622.00,117081.90,116504.20,116633.20,3784.907,442090286.90330
1758078000000,116633.10,116714.00,116317.00,116320.10,3663.078,426751059.81090
1758081600000,116320.20,116433.30,116107.20,116264.80,3290.431,382485976.28360
1758085200000,116264.80,117200.00,116264.70,117070.50,8968.622,1047439421.23400
1758088800000,117070.40,117266.40,116930.00,117180.40,4751.777,556299070.64000
1758092400000,117180.30,117233.50,117072.90,117120.50,2892.895,338925594.42560
1758096000000,117120.50,117156.60,116639.40,116801.00,5342.187,624043320.70430
1758099600000,116801.00,116801.00,116502.30,116503.90,2616.475,305195957.42490
1758103200000,116503.90,116563.30,116212.10,116317.50,3327.442,387261539.43830
1758106800000,116317.50,116332.90,116197.00,116200.10,3461.794,402445149.90160
1758110400000,116200.10,116493.00,116034.00,116150.00,5551.302,645252968.06460
1758114000000,116150.10,116287.80,115847.70,116066.90,6903.098,801157891.91710
1758117600000,116067.10,116207.30,115340.00,115557.60,11068.202,1280312485.32500
1758121200000,115557.50,115837.60,115483.40,115825.10,4411.471,510332713.22620
1758124800000,115825.10,115825.10,115325.50,115594.50,5491.253,634488062.19680
1758128400000,115594.40,116251.00,115400.00,115464.00,8865.780,1027359436.79060
1758132000000,115476.90,116316.00,114623.30,115184.10,35717.455,4123325063.62110
1758135600000,115184.10,115950.00,115026.70,115587.60,11510.954,1330445961.00170
1758139200000,115587.50,116084.10,115430.90,115561.50,4393.535,508587550.99210
1758142800000,115561.50,116077.70,115257.10,115986.80,3112.854,360029261.26200
1758146400000,115986.80,116772.00,115974.60,116507.90,7723.200,898754854.41080
1758150000000,116508.00,116940.00,116253.50,116402.50,7002.506,816897351.46450
1758153600000,116402.60,116431.60,116033.50,116291.80,4219.915,490555123.46540
1758157200000,116291.90,116830.60,116281.70,116587.20,4166.072,485747390.52520
1758160800000,116587.20,116907.10,116376.00,116888.40,3411.331,397892659.41710
1758164400000,116888.40,117865.90,116838.40,117531.20,18547.277,2178603423.04600
1758168000000,117531.30,117713.50,117169.20,117567.30,6662.844,782493214.33940
1758171600000,117567.30,117567.40,117136.00,117228.00,2816.070,330309035.84520
1758175200000,117228.10,117289.10,116834.50,117044.80,5295.291,619645771.38640
1758178800000,117044.80,117165.50,117000.00,117033.60,2576.718,301724898.37050
1758182400000,117033.70,117381.90,116960.30,117187.10,3432.229,402204987.18010
1758186000000,117187.10,117309.90,117065.00,117251.40,2184.517,256003774.26080
1758189600000,117251.40,117260.40,117025.80,117143.40,1952.759,228729751.81260
1758193200000,117143.50,117263.90,116955.00,117015.00,2488.299,291481411.90140
1758196800000,117015.00,117239.80,116920.10,117074.00,3236.624,379043097.62800
1758200400000,117074.00,117600.00,116913.90,117381.50,6837.828,802040637.20330
1758204000000,117381.50,117789.90,117340.20,117575.10,7190.817,845778778.89280
1758207600000,117575.10,117656.00,117261.00,117530.30,4832.300,567650783.03030
1758211200000,117530.20,117750.00,117444.00,117510.60,3149.843,370452783.07900
1758214800000,117510.60,117729.60,117365.00,117530.20,2507.348,294707133.34530
1758218400000,117530.20,117875.20,117450.00,117760.00,3358.624,395427832.22150
1758222000000,117760.00,117760.10,117133.00,117403.00,3441.205,403973855.51600
1758225600000,117402.90,117605.80,117279.80,117454.80,1798.573,211257839.49190
1758229200000,117454.80,117454.80,117233.00,117233.00,1061.463,124550673.44050
1758232800000,117233.10,117275.70,116961.10,116995.00,3819.323,447274948.42390
1758236400000,116995.00,117125.00,116489.70,117017.10,8228.447,960864205.19640
1758240000000,117017.10,117375.10,116960.80,117359.90,3198.752,374895008.51720
1758243600000,117360.00,117406.80,117054.10,117184.00,2350.496,275499260.71460
1758247200000,117184.00,117234.50,116990.80,117054.80,1711.432,200382410.06240
1758250800000,117054.90,117237.00,116800.00,116914.20,3008.530,351869790.46280
1758254400000,116914.10,117049.90,116631.60,116929.40,4258.165,497443271.11120
1758258000000,116929.40,116966.70,116725.00,116837.50,1653.823,193249001.89390
1758261600000,116837.60,116837.60,116567.30,116633.20,3629.406,423531741.60530
1758265200000,116633.20,116943.90,116625.10,116850.10,3321.111,387859071.29340
1758268800000,116850.00,117050.60,116818.90,116862.60,2345.511,274309082.30120
1758272400000,116862.60,116936.10,116425.00,116437.70,4625.568,539404637.10560
1758276000000,116437.70,116500.00,116368.00,116476.70,3704.067,431279107.70000
1758279600000,116476.70,116501.50,116250.70,116343.10,3322.449,386549991.03730
1758283200000,116343.30,116488.00,116072.00,116124.10,4982.444,579045659.98880
1758286800000,116124.10,116416.40,116017.10,116238.70,5519.806,641376528.93610
1758290400000,116238.60,116447.30,115730.00,115849.70,7237.562,839635356.05010
1758294000000,115849.70,115900.00,115408.40,115826.90,9556.317,1105128132.91420
1758297600000,115826.90,116093.00,115735.70,116029.90,4351.705,504448055.32550
1758301200000,116030.00,116035.80,115490.90,115490.90,3079.477,356247269.57730
1758304800000,115490.90,115596.00,115322.00,115365.70,4246.157,490140148.56160
1758308400000,115365.70,115433.10,115057.00,115082.40,4840.932,557828895.26620
1758312000000,115082.40,115393.60,115049.90,115306.60,2937.755,338580115.80940
1758315600000,115306.50,115493.70,115255.30,115411.50,1632.163,188292028.50920
1758319200000,115411.40,115596.50,115411.40,115550.50,1428.568,165042225.51970
1758322800000,115550.50,115600.00,115394.50,115569.50,1209.453,139680246.63050
1758326400000,115569.60,115670.00,115484.90,115656.40,1580.743,182688899.19420
1758330000000,115656.30,115660.40,115550.20,115562.60,1243.500,143757717.25830
1758333600000,115562.60,115562.70,115371.00,115544.40,1230.006,142025634.59820
1758337200000,115544.40,115545.50,115355.00,115394.20,731.377,84426852.38720
1758340800000,115394.30,115526.60,115343.00,115511.90,983.427,113519306.57520
1758344400000,115511.90,115655.30,115459.60,115655.30,1142.239,131998398.55980
1758348000000,115655.30,115666.10,115571.10,115643.40,920.492,106432840.50980
1758351600000,115643.40,115933.40,115624.20,115909.80,3212.387,371950800.51280
1758355200000,115909.90,115914.40,115637.50,115645.00,1826.205,211451526.96030
1758358800000,115645.10,115743.10,115605.60,115605.70,1441.409,166718124.83000
1758362400000,115605.70,115739.30,115605.60,115688.40,1072.743,124108238.56270
1758366000000,115688.40,115857.90,115688.40,115834.90,1788.671,207079718.30030
1758369600000,115834.90,115900.00,115750.60,115820.20,1336.836,154847655.35140
1758373200000,115820.20,115897.00,115793.50,115859.00,914.203,105913202.32650
1758376800000,115859.00,115975.00,115820.10,115899.10,1768.822,204998729.71800
1758380400000,115899.20,116059.20,115881.30,115928.50,2507.969,290879302.89850
1758384000000,115928.40,116000.00,115807.00,115965.80,1462.149,169474319.29830
1758387600000,115965.80,116017.90,115756.60,115760.00,1456.957,168775386.28760
1758391200000,115760.00,115760.00,115637.30,115654.20,1198.886,138688992.82530
1758394800000,115654.30,115743.20,115636.60,115636.60,883.464,102191325.49820
1758398400000,115636.60,115724.20,115625.70,115653.60,779.075,90118106.35410
1758402000000,115653.50,115887.60,115653.50,115724.20,889.066,102930486.07280
1758405600000,115724.20,115740.50,115679.90,115703.20,794.035,91874979.96330
1758409200000,115703.10,115703.20,115549.90,115624.90,1191.017,137695410.63680
1758412800000,115625.00,115671.20,115483.10,115587.30,1462.166,168977146.60770
1758416400000,115587.30,115587.40,115435.00,115435.10,910.328,105140021.45170
1758420000000,115435.10,115650.00,115388.00,115635.60,1531.802,176912964.41520
1758423600000,115635.70,115662.10,115560.70,115613.80,926.350,107088932.07890
1758427200000,115613.80,115614.90,115440.00,115440.10,796.412,91991282.90780
1758430800000,115440.00,115623.90,115430.20,115623.90,1173.638,135546293.72760
1758434400000,115623.90,115744.00,115623.80,115633.30,1234.662,142851891.81850
1758438000000,115633.30,115772.90,115556.70,115772.90,1652.007,191048318.96560
1758441600000,115772.80,115778.00,115509.50,115583.20,1350.457,156092650.11850
1758445200000,115583.10,115660.10,115277.00,115626.20,3162.625,365056659.20760
1758448800000,115626.10,115666.00,115445.00,115465.10,1114.306,128772216.46420
1758452400000,115465.10,115654.10,115459.00,115559.30,967.329,111811064.76090
1758456000000,115559.30,115703.90,115559.30,115623.80,995.574,115153862.67410
1758459600000,115623.90,115696.30,115583.30,115611.00,852.096,98536725.75790
1758463200000,115611.00,115638.70,115436.10,115446.40,1546.537,178687760.82560
1758466800000,115446.30,115557.00,115413.00,115471.10,1042.151,120348379.44460
1758470400000,115471.00,115500.60,115158.00,115270.80,2813.728,324394536.11330
1758474000000,115270.80,115596.00,115206.00,115581.30,1872.256,216029728.43930
1758477600000,115581.30,115620.00,115469.60,115481.60,1034.503,119521847.52040
1758481200000,115481.60,115481.60,115267.50,115441.00,1020.121,117694807.88360
1758484800000,115441.00,115458.20,115256.20,115256.30,750.452,86573661.13130
1758488400000,115256.20,115383.90,115181.70,115364.00,966.009,111353071.86250
1758492000000,115363.90,115510.70,115137.60,115485.60,1923.254,221754202.77680
1758495600000,115485.60,115485.70,115150.80,115183.90,1694.668,195275631.00290
1758499200000,115183.90,115344.60,114122.00,114335.90,15900.727,1823976042.00160
1758502800000,114335.80,114700.00,114178.00,114211.80,8046.557,920863892.32750
1758506400000,114211.90,114563.40,114050.00,114126.00,7015.730,801888369.93380
1758510000000,114126.10,114602.90,114126.00,114602.90,3254.256,372237904.02570
1758513600000,114602.90,114604.90,114342.50,114380.10,2627.020,300634898.48810
1758517200000,114380.10,114499.40,113588.00,113635.60,4313.687,492094703.58480
1758520800000,113615.00,113636.50,111469.20,112748.80,36501.661,4114275827.18960
1758524400000,112748.80,112948.80,112391.50,112454.40,10528.318,1186048263.48070
1758528000000,112454.50,112724.50,112377.00,112568.30,4180.370,470576466.64710
1758531600000,112568.20,112616.50,112119.00,112288.60,5252.596,589885791.63560
1758535200000,112288.70,112800.00,112203.20,112732.60,3909.154,439864438.85010
1758538800000,112732.50,112927.00,112617.00,112814.10,2927.486,330164640.94390
1758542400000,112814.00,112814.10,112458.40,112682.10,3300.645,371658248.08150
1758546000000,112682.20,113100.00,112333.00,113087.10,5616.250,633096717.02750
1758549600000,113087.10,113413.50,112707.80,112892.00,12501.980,1414284912.48260
1758553200000,112892.10,112986.00,112524.30,112768.70,4729.017,533042489.54950
1758556800000,112768.70,112839.00,112533.30,112558.30,2577.439,290478413.18080
1758560400000,112558.30,112576.80,112200.00,112350.00,4226.951,474904103.64510
1758564000000,112350.00,112776.10,112300.00,112385.60,3177.930,357687902.52090
1758567600000,112385.60,112549.60,111866.30,112072.90,7148.164,801568638.90230
1758571200000,112072.80,112942.40,111924.60,112732.10,5453.821,613232764.00790
1758574800000,112731.90,112923.00,112543.20,112922.90,2411.412,271844852.54190
1758578400000,112922.90,112923.00,112533.30,112584.10,2245.623,253039759.52170
1758582000000,112584.20,112699.90,112533.60,112604.70,1614.774,181838931.85680
1758585600000,112604.70,112808.40,112330.00,112347.20,3179.149,357831862.21740
1758589200000,112347.10,112474.00,112090.60,112115.20,2609.313,292977034.63940
1758592800000,112115.30,112450.00,111591.60,111760.40,6641.560,743612722.27120
1758596400000,111760.50,112417.40,111405.10,112294.00,8869.065,993227006.41830
1758600000000,112294.00,112426.60,111804.90,112377.60,4502.808,505004289.78220
1758603600000,112377.70,112850.00,112361.10,112616.60,5667.214,638321088.72660
1758607200000,112616.60,113070.00,112557.10,112924.10,4655.854,525535151.57930
1758610800000,112924.10,113080.00,112818.10,113048.10,4182.396,472408156.36580
1758614400000,113048.10,113144.20,112891.30,113087.90,4162.537,470563151.85220
1758618000000,113087.90,113236.00,112823.80,112892.50,3201.081,361874451.44520
1758621600000,112892.50,112971.10,112769.20,112929.00,2113.843,238587593.39400
1758625200000,112929.00,113039.10,112634.00,112938.60,3356.721,378642314.97020
1758628800000,112938.60,113010.00,112758.70,112885.80,2599.678,293502108.60980
1758632400000,112885.80,112969.80,112667.70,112894.10,3147.097,355067901.24430
1758636000000,112894.10,113254.80,112512.00,112602.30,6011.804,678373470.17520
1758639600000,112602.20,113025.20,112390.60,112828.60,4815.908,543019065.37960
1758643200000,112828.60,112927.80,112433.90,112763.80,4145.042,466981265.59340
1758646800000,112763.80,112779.40,111827.20,111919.20,7015.257,786825398.73280
1758650400000,111919.20,112168.60,111625.50,111728.30,6701.869,749937566.67650
1758654000000,111728.30,111941.60,111482.00,111611.80,4604.923,514298210.65880
1758657600000,111611.70,111949.10,111413.50,111936.40,3816.627,426371718.22240
1758661200000,111936.20,112151.60,111835.50,112108.60,2314.232,259200916.34670
1758664800000,112108.50,112171.20,111940.60,112107.00,1899.440,212879619.14890
1758668400000,112107.00,112178.00,111812.00,111947.00,2044.846,228990360.01530
1758672000000,111947.00,112338.30,111770.90,112175.10,3493.566,391702321.36260
1758675600000,112175.10,112466.60,112085.70,112394.60,2332.634,262035802.90680
1758679200000,112394.60,112450.00,111850.00,112070.20,5864.294,657434316.05600
1758682800000,112070.10,112172.30,111622.40,111639.70,4492.096,502460215.37050
1758686400000,111639.80,112336.70,110935.00,112122.50,13604.284,1519336512.71880
1758690000000,112122.50,112630.00,112083.20,112595.90,3739.670,420322233.67950
1758693600000,112596.00,112732.80,112479.90,112551.10,3209.360,361379780.62610
1758697200000,112551.20,112695.40,112400.40,112544.70,2447.958,275458453.49740
1758700800000,112544.70,112596.60,112356.40,112574.30,2722.247,306175932.89230
1758704400000,112574.40,112796.50,112447.60,112691.00,1979.131,222867932.41520
1758708000000,112691.00,112911.00,112609.40,112883.20,3848.079,433980097.64340
1758711600000,112883.10,113121.80,112819.40,112982.00,6280.869,709561299.88910
1758715200000,112982.00,113050.00,112882.70,113010.80,2300.727,259939186.51860
1758718800000,113010.80,113177.60,112760.00,112780.20,6677.178,754464252.90030
1758722400000,112780.20,113850.00,112780.10,113662.70,11519.749,1306530906.13150
1758726000000,113662.60,113843.00,113191.50,113299.90,7462.533,847346835.87270
1758729600000,113300.00,113700.00,113107.40,113668.90,4485.788,508727580.97390
1758733200000,113668.90,113895.80,113550.60,113700.10,4453.526,506621183.62880
1758736800000,113700.10,113777.50,113423.90,113595.00,2959.707,336183317.05930
1758740400000,113595.10,113632.40,113230.70,113371.70,2903.629,329271244.85540
1758744000000,113371.70,113557.00,113338.80,113447.60,1859.734,211011744.75540
1758747600000,113447.50,113529.60,113220.20,113284.30,1640.093,185995336.22350
1758751200000,113284.30,113590.00,113193.90,113274.80,2461.148,279054557.47090
1758754800000,113274.70,113374.00,113143.30,113254.00,2576.096,291687670.74770
1758758400000,113253.90,113462.10,112886.10,113002.10,4558.809,515817824.60410
1758762000000,113002.00,113322.00,112380.10,112615.70,9844.044,1109720894.49860
1758765600000,112615.70,113140.80,112453.30,112852.00,5861.275,660911177.12970
1758769200000,112852.10,112852.10,112155.60,112485.80,6904.866,776332709.68670
1758772800000,112485.70,112574.60,111540.00,111684.30,13535.544,1513984676.17630
1758776400000,111684.30,111994.00,111540.00,111690.40,5029.207,562122652.55720
1758780000000,111690.40,111802.10,111451.00,111474.40,3905.809,435932716.74030
1758783600000,111474.50,111836.70,111389.00,111708.50,4004.630,447154304.62960
1758787200000,111708.50,111980.40,111636.10,111678.70,3250.543,363481729.55060
1758790800000,111678.70,112220.30,111510.40,111510.40,5460.678,610982002.79050
1758794400000,111510.40,111821.60,111471.00,111601.60,2600.721,290345150.95740
1758798000000,111601.60,111676.90,111234.80,111316.10,4628.912,515738435.80520
1758801600000,111316.00,111617.30,111000.00,111080.00,10102.613,1124604785.88900
1758805200000,111079.90,111682.60,110555.00,110958.50,16687.351,1853364002.38900
1758808800000,110958.40,111680.80,110935.90,111483.00,8809.853,981797352.43560
1758812400000,111483.00,111538.40,110807.20,111538.40,6499.683,722688883.93740
1758816000000,111538.40,111636.60,110852.00,110907.90,5431.493,604182109.17840
1758819600000,110908.00,110930.00,108578.20,108793.90,26570.236,2915653481.23480
1758823200000,108793.90,109759.70,108574.10,109708.30,12498.301,1364142489.30330
1758826800000,109708.40,109926.70,109250.00,109320.50,6038.849,661695061.64390
1758830400000,109320.50,109447.90,109005.00,109126.80,3823.724,417604676.82660
1758834000000,109126.90,109619.50,109018.90,109360.80,2968.190,324476883.87270
1758837600000,109360.80,109534.90,109200.10,109369.50,2692.291,294473450.99790
1758841200000,109369.60,109637.30,108694.80,108934.50,6956.119,758713515.90560
1758844800000,108934.60,109563.90,108750.00,109419.10,7756.754,846860261.38980
1758848400000,109419.10,109720.00,109259.00,109640.00,4065.126,445337932.94520
1758852000000,109640.10,109766.00,109439.00,109581.80,2337.099,256194549.48620
1758855600000,109581.80,109610.40,109241.10,109537.60,3197.507,349889831.54260
1758859200000,109537.50,109588.80,109200.00,109300.00,2066.787,226089557.01230
1758862800000,109300.00,109538.40,109027.10,109202.80,3497.847,382141011.41270
1758866400000,109202.80,109584.50,108955.00,109298.80,5042.879,551371949.08320
1758870000000,109298.80,109538.30,108841.00,109257.30,8555.887,933503199.90170
1758873600000,109257.40,109568.00,109246.70,109520.20,3613.675,395437449.49790
1758877200000,109520.20,109653.60,109349.00,109522.50,2960.879,324254619.18260
1758880800000,109522.40,109532.00,108645.90,108848.20,6786.802,739418165.02630
1758884400000,108848.20,109157.60,108566.00,109082.90,4676.712,508978102.29560
1758888000000,109082.90,109534.10,108757.50,109330.10,7605.548,830673091.42650
1758891600000,109330.10,109742.30,108950.00,109621.30,8341.269,912766956.69320
1758895200000,109621.30,109731.50,108656.80,108796.70,8136.463,887509522.08350
1758898800000,108796.80,109313.70,108753.50,108976.00,4185.186,456406367.25290
1758902400000,108976.00,109576.50,108976.00,109408.60,2904.444,317565495.09840
1758906000000,109408.50,109966.50,109337.40,109847.30,6431.359,705898637.42160
1758909600000,109847.40,110250.00,109643.60,109669.90,5449.834,599245421.17020
1758913200000,109669.90,109669.90,108953.70,109115.90,7421.790,811102912.64890
1758916800000,109115.80,109289.60,109028.70,109233.80,2394.272,261328142.37240
1758920400000,109233.80,109479.20,109127.20,109412.40,1463.936,160027135.16070
1758924000000,109412.40,109554.00,109286.90,109505.20,1878.661,205627451.38330
1758927600000,109505.20,109641.60,109373.40,109588.50,1506.943,165073697.69140
1758931200000,109588.50,109606.60,109418.00,109596.00,1690.587,185149425.13210
1758934800000,109596.10,109607.00,109267.30,109384.30,1968.051,215350892.12360
1758938400000,109384.30,109432.30,109277.40,109348.50,1171.649,128122460.79400
1758942000000,109348.50,109700.00,109323.60,109503.80,2605.270,285411520.09420
1758945600000,109503.80,109694.20,109460.90,109598.10,1474.548,161570556.82160
1758949200000,109598.20,109631.20,109538.40,109587.00,728.849,79872085.93520
1758952800000,109587.00,109587.00,109432.20,109488.60,975.449,106806180.44500
1758956400000,109488.60,109517.40,109284.30,109354.80,1156.145,126484928.35420
1758960000000,109354.90,109354.90,109205.20,109205.20,2164.616,236512148.86360
1758963600000,109205.30,109309.70,109021.90,109250.00,2604.310,284266514.24650
1758967200000,109250.00,109449.20,109205.30,109385.40,2112.447,230959399.75620
1758970800000,109385.40,109401.90,109237.00,109265.80,722.479,78962247.73060
1758974400000,109265.80,109444.20,109190.80,109355.20,1901.945,207914215.32890
1758978000000,109355.20,109372.70,109264.90,109264.90,1373.388,150127192.23180
1758981600000,109264.90,109346.00,109201.30,109244.00,1066.365,116510483.00550
1758985200000,109243.90,109384.60,109145.00,109340.70,2706.391,295654270.56750
1758988800000,109340.80,109380.00,109255.60,109338.20,1762.479,192677498.59290
1758992400000,109338.30,109371.70,109188.10,109331.40,1855.921,202816060.43290
1758996000000,109330.90,109397.60,109291.40,109383.20,980.121,107179090.97360
1758999600000,109383.30,109394.20,109331.40,109369.30,572.464,62608292.31040
1759003200000,109369.40,109388.80,109305.50,109333.30,481.484,52647358.44160
1759006800000,109333.40,109435.40,109333.30,109420.30,710.932,77765233.77490
1759010400000,109420.20,109653.20,109420.20,109550.60,2009.483,220133045.80940
1759014000000,109550.60,109627.20,109399.30,109577.30,1076.551,117900660.78940
1759017600000,109577.20,109749.90,109489.60,109556.30,2457.573,269347164.27230
1759021200000,109556.30,109608.30,109284.10,109305.60,3778.661,413475640.99940
1759024800000,109305.50,109496.40,109296.00,109398.80,1491.701,163191466.08020
1759028400000,109398.90,109489.20,109364.20,109397.30,837.275,91612829.22290
1759032000000,109397.30,109445.10,109315.50,109329.40,669.613,73228739.47630
1759035600000,109329.40,109351.60,109292.00,109303.20,676.596,73965597.74010
1759039200000,109303.20,109410.40,109203.90,109358.70,1119.331,122353087.37300
1759042800000,109358.80,109500.00,109294.20,109468.50,1562.794,171003576.55180
1759046400000,109468.40,109544.80,109372.80,109462.70,1897.997,207773829.91790
1759050000000,109462.70,109520.40,109279.90,109477.50,2554.634,279532876.48580
1759053600000,109477.40,109477.50,109313.10,109323.40,1162.554,127153891.90380
1759057200000,109323.40,109399.00,109188.00,109319.90,2221.385,242704616.24910
1759060800000,109319.90,109400.00,109136.50,109266.90,3645.769,398372950.65420
1759064400000,109266.80,109625.10,109266.80,109580.90,3432.212,375732095.34680
1759068000000,109580.80,109842.90,109455.90,109801.20,4322.280,474001310.19410
1759071600000,109801.20,109990.00,109656.50,109990.00,4960.942,544869499.95080
1759075200000,109990.00,110350.00,109952.20,110172.50,5563.255,612642255.03710
1759078800000,110172.50,110325.70,110074.40,110153.50,4043.953,445702860.17740
1759082400000,110153.40,110237.50,110003.00,110237.50,1779.099,195907535.36810
1759086000000,110237.50,110333.00,110060.00,110281.60,1190.451,131221133.37560
1759089600000,110281.70,110888.00,110236.60,110748.00,5529.933,611916642.97400
1759093200000,110748.00,110835.80,110568.70,110788.10,1659.341,183701872.70630
1759096800000,110788.10,111981.20,110788.10,111881.50,12906.618,1439225826.44200
1759100400000,111881.40,112300.00,111881.40,112119.60,7783.996,872408803.58960
1759104000000,112119.70,112269.30,111916.00,112211.20,4032.657,452035431.08900
1759107600000,112211.20,112266.20,111652.70,111800.70,6037.427,675785260.41920
1759111200000,111800.70,111975.50,111562.00,111690.80,5052.912,564584164.46580
1759114800000,111690.80,111817.90,111517.30,111817.90,3624.420,404673820.46280
1759118400000,111817.90,111860.00,111692.30,111752.70,2847.150,318250828.08170
1759122000000,111752.60,111769.00,111508.70,111699.90,2809.368,313574328.62020
1759125600000,111700.00,111811.10,111561.30,111580.10,2907.973,324770531.90340
1759129200000,111580.00,111814.80,111501.00,111814.70,3959.369,442015589.47360
1759132800000,111814.80,112381.30,111814.70,112033.40,7181.680,804801454.79200
1759136400000,112033.50,112166.20,111927.40,112050.00,2344.373,262674375.32630
1759140000000,112049.90,112185.40,111972.40,112034.90,2839.103,318161939.25050
1759143600000,112034.90,112069.70,111862.10,112052.00,3274.457,366631016.23240
1759147200000,112052.00,112492.20,111881.30,111972.60,4897.242,549287119.63920
1759150800000,111972.30,113443.60,111844.30,113168.20,19011.503,2144933557.36980
1759154400000,113168.10,114188.00,113136.80,113956.70,17707.195,2014524562.97920
1759158000000,113956.80,114060.00,113624.90,113752.00,6933.671,789488314.52610
1759161600000,113752.00,114011.40,113547.00,113580.20,4149.909,472300657.13420
1759165200000,113580.20,114137.80,113404.50,114000.00,5993.933,682167136.32100
1759168800000,114000.10,114094.20,113812.30,113959.90,2545.927,290119242.56490
1759172400000,113959.90,114349.70,113790.50,114204.80,4829.886,551163025.73800
1759176000000,114204.90,114377.20,114057.50,114190.30,4878.526,557371483.53870
1759179600000,114190.30,114279.20,114033.90,114120.90,1933.007,220663151.02200
1759183200000,114120.80,114166.10,113960.60,114125.90,2196.413,250493588.06480
1759186800000,114125.90,114359.10,114125.90,114257.10,3417.608,390445724.22550
1759190400000,114257.10,114800.00,113985.10,114465.80,7023.399,803469367.69310
1759194000000,114465.80,114756.20,114210.00,114455.00,5172.823,592255167.75480
1759197600000,114455.00,114542.40,114307.60,114405.50,3501.604,400660204.54900
1759201200000,114405.60,114473.70,114246.60,114321.50,2521.382,288266889.38470
1759204800000,114321.50,114321.50,114037.10,114037.20,2441.097,278705021.67340
1759208400000,114037.10,114159.10,113777.80,113856.90,5807.206,661705810.07150
1759212000000,113856.90,114040.90,113779.00,113840.20,2296.131,261507886.27260
1759215600000,113840.20,113948.70,113531.70,113662.40,4718.933,536587846.07340
1759219200000,113662.30,113700.00,113288.00,113409.20,5164.026,586093148.94930
1759222800000,113409.10,113416.60,112701.80,112743.10,7186.262,812452592.59270
1759226400000,112743.10,113049.80,112615.30,112876.50,6047.051,682292567.80920
1759230000000,112876.50,113091.50,112750.10,113003.70,3668.640,414292759.29700
1759233600000,113003.70,113202.50,112930.20,112950.00,4126.324,466524011.23130
1759237200000,112950.00,113623.80,112800.10,113338.70,9314.459,1054686376.23040
1759240800000,113338.70,113582.80,112828.50,113539.50,7033.239,796043512.72750
1759244400000,113539.60,113543.20,112856.00,113055.40,4992.914,564819460.35560
1759248000000,113055.40,113242.60,112743.60,112798.60,4158.134,469659557.86310
1759251600000,112798.60,113470.00,112763.20,113198.80,4836.914,547448234.24700
1759255200000,113198.80,113658.00,113126.70,113658.00,3052.444,346237124.66240
1759258800000,113658.00,114528.20,113650.00,114309.10,9818.274,1119817785.98870
1759262400000,114309.10,114684.70,114065.00,114569.80,5003.343,572207575.60440
1759266000000,114569.80,114720.00,114071.70,114108.00,4833.453,553056417.20950
1759269600000,114108.00,114310.90,113825.00,113883.40,3819.120,435394736.79310
1759273200000,113883.30,113988.80,113710.00,113988.80,2782.843,316788079.93880
1759276800000,113988.70,114246.00,113899.40,114181.10,3773.132,430431137.63140
1759280400000,114181.00,114498.00,114083.30,114491.60,3764.019,430279524.55250
1759284000000,114491.60,114494.00,114218.90,114219.00,2618.284,299403707.21480
1759287600000,114219.00,114481.20,114038.70,114135.90,5741.656,656226368.84600
1759291200000,114135.80,114669.00,114095.20,114227.80,5746.057,657462588.57840
1759294800000,114227.80,114700.00,114200.80,114511.40,4333.954,496224945.10130
1759298400000,114511.50,114570.10,114170.00,114212.80,3790.162,433443557.66790
1759302000000,114212.70,114539.10,114184.90,114480.80,2407.498,275475728.79380
1759305600000,114480.80,116599.80,114425.60,116060.50,30788.992,3557994096.67200
1759309200000,116060.40,116500.00,115890.70,116372.40,10427.254,1212136523.38940
